711,9,7
711,10,5
711,10,3
711,10,7
118,1,8
118,1,9
118,1,3
118,2,4
118,2,7
118,2,6
118,3,9
118,3,6
118,3,4
118,4,9
118,4,3
118,4,4
118,5,8
118,5,5
118,5,4
118,6,6
118,6,9
118,6,10
118,7,8
118,7,5
118,7,7
118,8,8
118,8,6
118,8,5
118,9,10
118,9,9
118,9,5
118,10,3
118,10,3
118,10,7
942,1,8
942,1,9
942,1,6
942,2,8
942,2,8
942,2,7
942,3,7
942,3,7
942,3,6
942,4,7
942,4,5
942,4,4
942,5,6
942,5,6
942,5,8
942,6,6
942,6,5
942,6,3
942,7,7
942,7,5
942,7,9
942,8,6
942,8,6
942,8,3
942,9,5
942,9,6
942,9,4
942,10,8
942,10,3
942,10,6
439,1,10
439,1,10
439,1,9
439,2,9
439,2,10
439,2,5
439,3,10
439,3,6
439,3,10
439,4,8
439,4,5
439,4,7
439,5,7
439,5,4
439,5,4
439,6,10
439,6,7
439,6,5
439,7,4
439,7,5
439,7,6
439,8,7
439,8,4
439,8,4
439,9,9
439,9,10
439,9,10
439,10,9
439,10,8
439,10,4
327,1,8
327,1,10
327,1,8
327,2,9
327,2,9
327,2,7
327,3,4
327,3,5
327,3,8
327,4,4
327,4,5
327,4,6
327,5,7
327,5,8
327,5,7
327,6,6
327,6,5
327,6,5
327,7,4
327,7,5
327,7,5
327,8,3
327,8,9
327,8,7
327,9,9
327,9,8
327,9,3
327,10,10
327,10,4
327,10,6
295,1,3
295,1,8
295,1,10
295,2,7
295,2,6
295,2,10
295,3,3
295,3,5
295,3,5
295,4,3
295,4,3
295,4,9
295,5,5
295,5,10
295,5,5
295,6,9
295,6,10
295,6,5
295,7,6
295,7,8
295,7,6
295,8,3
295,8,3
295,8,6
295,9,3
295,9,10
295,9,7
295,10,5
295,10,8
295,10,8
642,1,7
642,1,8
642,1,9
642,2,10
642,2,7
642,2,3
642,3,3
642,3,3
642,3,5
642,4,4
642,4,8
642,4,6
642,5,7
642,5,10
642,5,6
642,6,7
642,6,10
642,6,10
642,7,5
642,7,9
642,7,6
642,8,5
642,8,6
642,8,7
642,9,4
642,9,10
642,9,10
642,10,10
642,10,3
642,10,4
726,1,4
726,1,10
726,1,6
726,2,6
726,2,5
726,2,9
726,3,8
726,3,8
726,3,3
726,4,8
726,4,5
726,4,10
726,5,10
726,5,8
726,5,6
726,6,5
726,6,4
726,6,4
726,7,6
726,7,4
726,7,5
726,8,4
726,8,7
726,8,8
726,9,3
726,9,8
726,9,8
726,10,5
726,10,6
726,10,3
844,1,9
844,1,9
844,1,3
844,2,5
844,2,7
844,2,8
844,3,5
844,3,10
844,3,4
844,4,4
844,4,5
844,4,8
844,5,7
844,5,9
844,5,7
844,6,6
844,6,10
844,6,4
844,7,5
844,7,9
844,7,6
844,8,3
844,8,9
844,8,10
844,9,8
844,9,9
844,9,3
844,10,6
844,10,10
844,10,7
317,1,9
317,1,10
317,1,7
317,2,9
317,2,3
317,2,10
317,3,7
317,3,3
317,3,8
317,4,6
317,4,6
317,4,3
317,5,9
317,5,3
317,5,3
317,6,7
317,6,8
317,6,5
317,7,5
317,7,4
317,7,4
317,8,6
317,8,6
317,8,4
317,9,9
317,9,10
317,9,3
317,10,10
317,10,3
317,10,6
993,1,5
993,1,6
993,1,6
993,2,9
993,2,9
993,2,4
993,3,7
993,3,4
993,3,6
993,4,6
993,4,9
993,4,5
993,5,7
993,5,9
993,5,6
993,6,4
993,6,8
993,6,3
993,7,4
993,7,6
993,7,5
993,8,6
993,8,7
993,8,5
993,9,3
993,9,3
993,9,7
993,10,4
993,10,8
993,10,4
470,1,8
470,1,3
470,1,10
470,2,10
470,2,10
470,2,3
470,3,4
470,3,10
470,3,7
470,4,5
470,4,8
470,4,3
470,5,5
470,5,8
470,5,10
470,6,4
470,6,8
470,6,6
470,7,9
470,7,9
470,7,6
470,8,3
470,8,9
470,8,6
470,9,3
470,9,8
470,9,8
470,10,6
470,10,5
470,10,3
727,1,4
727,1,9
727,1,3
727,2,8
727,2,8
727,2,8
727,3,4
727,3,8
727,3,4
727,4,10
727,4,10
727,4,4
727,5,4
727,5,3
727,5,5
727,6,9
727,6,10
727,6,7
727,7,6
727,7,7
727,7,10
727,8,4
727,8,7
727,8,7
727,9,7
727,9,5
727,9,10
727,10,9
727,10,3
727,10,7
647,1,3
647,1,6
647,1,6
647,2,5
647,2,6
647,2,6
647,3,3
647,3,8
647,3,6
647,4,6
647,4,3
647,4,6
647,5,3
647,5,6
647,5,9
647,6,5
647,6,8
647,6,9
647,7,4
647,7,9
647,7,9
647,8,6
647,8,6
647,8,4
647,9,7
647,9,8
647,9,6
647,10,3
647,10,4
647,10,6
106,1,10
106,1,4
106,1,4
106,2,9
106,2,10
106,2,9
106,3,8
106,3,3
106,3,6
106,4,7
106,4,10
106,4,6
106,5,4
106,5,5
106,5,9
106,6,8
106,6,8
106,6,9
106,7,9
106,7,4
106,7,3
106,8,6
106,8,5
106,8,4
106,9,10
106,9,8
106,9,6
106,10,10
106,10,3
106,10,6
614,1,5
614,1,10
614,1,6
614,2,4
614,2,10
614,2,10
614,3,7
614,3,10
614,3,10
614,4,7
614,4,9
614,4,4
614,5,6
614,5,9
614,5,6
614,6,10
614,6,8
614,6,8
614,7,9
614,7,9
614,7,3
614,8,10
614,8,4
614,8,4
614,9,5
614,9,6
614,9,8
614,10,8
614,10,6
614,10,10
442,1,10
442,1,9
442,1,9
442,2,5
442,2,4
442,2,10
442,3,4
442,3,8
442,3,8
442,4,9
442,4,3
442,4,10
442,5,3
442,5,8
442,5,6
442,6,10
442,6,7
442,6,9
442,7,9
442,7,6
442,7,6
442,8,8
442,8,10
442,8,3
442,9,10
442,9,7
442,9,4
442,10,10
442,10,7
442,10,5
112,1,4
112,1,6
112,1,5
112,2,8
112,2,9
112,2,6
112,3,3
112,3,7
112,3,6
112,4,3
112,4,7
112,4,6
112,5,3
112,5,7
112,5,3
112,6,4
112,6,8
112,6,10
112,7,6
112,7,9
112,7,7
112,8,5
112,8,10
112,8,5
112,9,7
112,9,4
112,9,6
112,10,10
112,10,4
112,10,7
755,1,3
755,1,10
755,1,5
755,2,3
755,2,5
755,2,6
755,3,5
755,3,7
755,3,8
755,4,3
755,4,8
755,4,3
755,5,3
755,5,4
755,5,3
755,6,9
755,6,3
755,6,7
755,7,8
755,7,10
755,7,3
755,8,7
755,8,9
755,8,6
755,9,5
755,9,3
755,9,8
755,10,7
755,10,7
755,10,4
592,1,9
592,1,5
592,1,5
592,2,3
592,2,9
592,2,5
592,3,3
592,3,9
592,3,9
592,4,6
592,4,8
592,4,10
592,5,5
592,5,7
592,5,3
592,6,9
592,6,4
592,6,6
592,7,9
592,7,8
592,7,3
592,8,3
592,8,4
592,8,3
592,9,6
592,9,6
592,9,7
592,10,7
592,10,3
592,10,4
149,1,4
149,1,4
149,1,7
149,2,10
149,2,10
149,2,5
149,3,3
149,3,5
149,3,9
149,4,5
149,4,5
149,4,9
149,5,4
149,5,5
149,5,7
149,6,7
149,6,7
149,6,6
149,7,9
149,7,10
149,7,10
149,8,6
149,8,3
149,8,5
149,9,8
149,9,5
149,9,6
149,10,3
149,10,9
149,10,4
701,1,5
701,1,3
701,1,4
701,2,5
701,2,6
701,2,9
701,3,9
701,3,8
701,3,6
701,4,4
701,4,6
701,4,9
701,5,3
701,5,9
701,5,5
701,6,6
701,6,6
701,6,9
701,7,5
701,7,5
701,7,10
701,8,7
701,8,9
701,8,8
701,9,7
701,9,9
701,9,10
701,10,6
701,10,9
701,10,5
212,1,4
212,1,4
212,1,4
212,2,8
212,2,6
212,2,6
212,3,6
212,3,4
212,3,4
212,4,5
212,4,3
212,4,8
212,5,4
212,5,3
212,5,5
212,6,7
212,6,9
212,6,7
212,7,10
212,7,5
212,7,8
212,8,8
212,8,8
212,8,10
212,9,9
212,9,3
212,9,5
212,10,4
212,10,10
212,10,7
634,1,8
634,1,6
634,1,10
634,2,8
634,2,3
634,2,3
634,3,6
634,3,9
634,3,10
634,4,9
634,4,10
634,4,9
634,5,8
634,5,6
634,5,10
634,6,5
634,6,6
634,6,8
634,7,4
634,7,9
634,7,6
634,8,10
634,8,9
634,8,3
634,9,10
634,9,4
634,9,3
634,10,3
634,10,8
634,10,8
619,1,10
619,1,4
619,1,3
619,2,5
619,2,6
619,2,10
619,3,7
619,3,3
619,3,10
619,4,3
619,4,5
619,4,7
619,5,9
619,5,6
619,5,3
619,6,3
619,6,4
619,6,7
619,7,4
619,7,8
619,7,4
619,8,8
619,8,8
619,8,3
619,9,6
619,9,3
619,9,3
619,10,5
619,10,4
619,10,5
431,1,6
431,1,3
431,1,7
431,2,7
431,2,8
431,2,9
431,3,10
431,3,3
431,3,7
431,4,3
431,4,9
431,4,3
431,5,7
431,5,3
431,5,8
431,6,8
431,6,8
431,6,7
431,7,3
431,7,3
431,7,4
431,8,7
431,8,7
431,8,6
431,9,4
431,9,7
431,9,3
431,10,8
431,10,8
431,10,5
784,1,4
784,1,3
784,1,6
784,2,10
784,2,3
784,2,7
784,3,4
784,3,6
784,3,3
784,4,10
784,4,6
784,4,7
784,5,3
784,5,10
784,5,5
784,6,7
784,6,10
784,6,3
784,7,6
784,7,8
784,7,7
784,8,5
784,8,8
784,8,8
784,9,4
784,9,8
784,9,3
784,10,3
784,10,10
784,10,7
881,1,6
881,1,8
881,1,6
881,2,9
881,2,5
881,2,10
881,3,6
881,3,9
881,3,10
881,4,6
881,4,5
881,4,7
881,5,8
881,5,5
881,5,6
881,6,4
881,6,5
881,6,9
881,7,8
881,7,7
881,7,7
881,8,4
881,8,10
881,8,4
881,9,9
881,9,9
881,9,5
881,10,7
881,10,8
881,10,8
105,1,5
105,1,9
105,1,7
105,2,10
105,2,5
105,2,6
105,3,5
105,3,9
105,3,9
105,4,9
105,4,8
105,4,6
105,5,4
105,5,5
105,5,6
105,6,5
105,6,4
105,6,5
105,7,4
105,7,5
105,7,10
105,8,6
105,8,6
105,8,10
105,9,7
105,9,4
105,9,3
105,10,7
105,10,10
105,10,10
836,1,6
836,1,5
836,1,8
836,2,8
836,2,3
836,2,6
836,3,6
836,3,3
836,3,10
836,4,5
836,4,6
836,4,3
836,5,7
836,5,5
836,5,7
836,6,5
836,6,7
836,6,6
836,7,7
836,7,10
836,7,7
836,8,5
836,8,4
836,8,6
836,9,10
836,9,5
836,9,6
836,10,10
836,10,3
836,10,3
738,1,8
738,1,9
738,1,9
738,2,5
738,2,10
738,2,3
738,3,6
738,3,5
738,3,4
738,4,6
738,4,4
738,4,3
738,5,4
738,5,3
738,5,7
738,6,3
738,6,5
738,6,9
738,7,9
738,7,3
738,7,5
738,8,9
738,8,4
738,8,4
738,9,8
738,9,8
738,9,10
738,10,6
738,10,9
738,10,8
837,1,4
837,1,10
837,1,6
837,2,7
837,2,7
837,2,7
837,3,4
837,3,9
837,3,3
837,4,4
837,4,5
837,4,5
837,5,9
837,5,3
837,5,5
837,6,9
837,6,3
837,6,9
837,7,9
837,7,5
837,7,8
837,8,3
837,8,6
837,8,5
837,9,6
837,9,7
837,9,8
837,10,8
837,10,8
837,10,8
564,1,4
564,1,7
564,1,3
564,2,4
564,2,5
564,2,5
564,3,3
564,3,6
564,3,9
564,4,5
564,4,8
564,4,7
564,5,8
564,5,8
564,5,9
564,6,10
564,6,5
564,6,7
564,7,5
564,7,9
564,7,8
564,8,5
564,8,4
564,8,3
564,9,4
564,9,9
564,9,3
564,10,9
564,10,6
564,10,5
977,1,7
977,1,8
977,1,10
977,2,6
977,2,8
977,2,6
977,3,8
977,3,7
977,3,7
977,4,10
977,4,3
977,4,8
977,5,4
977,5,9
977,5,9
977,6,7
977,6,3
977,6,8
977,7,10
977,7,8
977,7,8
977,8,5
977,8,8
977,8,5
977,9,7
977,9,8
977,9,6
977,10,4
977,10,9
977,10,8
683,1,3
683,1,8
683,1,7
683,2,3
683,2,6
683,2,8
683,3,7
683,3,9
683,3,8
683,4,7
683,4,4
683,4,7
683,5,5
683,5,9
683,5,3
683,6,4
683,6,4
683,6,6
683,7,10
683,7,6
683,7,5
683,8,7
683,8,8
683,8,4
683,9,4
683,9,10
683,9,10
683,10,10
683,10,10
683,10,7
920,1,4
920,1,3
920,1,6
920,2,6
920,2,3
920,2,10
920,3,10
920,3,10
920,3,10
920,4,3
920,4,8
920,4,8
920,5,8
920,5,10
920,5,8
920,6,4
920,6,8
920,6,10
920,7,5
920,7,6
920,7,8
920,8,5
920,8,5
920,8,4
920,9,10
920,9,7
920,9,7
920,10,10
920,10,10
920,10,3
769,1,5
769,1,3
769,1,5
769,2,4
769,2,7
769,2,7
769,3,6
769,3,4
769,3,7
769,4,9
769,4,4
769,4,9
769,5,9
769,5,10
769,5,4
769,6,7
769,6,4
769,6,3
769,7,9
769,7,7
769,7,5
769,8,5
769,8,7
769,8,9
769,9,5
769,9,7
769,9,5
769,10,9
769,10,3
769,10,9
851,1,3
851,1,10
851,1,10
851,2,5
851,2,10
851,2,4
851,3,6
851,3,8
851,3,7
851,4,7
851,4,3
851,4,10
851,5,8
851,5,10
851,5,10
851,6,6
851,6,4
851,6,9
851,7,8
851,7,7
851,7,6
851,8,10
851,8,7
851,8,7
851,9,10
851,9,4
851,9,8
851,10,6
851,10,3
851,10,8
824,1,3
824,1,6
824,1,5
824,2,8
824,2,10
824,2,9
824,3,8
824,3,8
824,3,9
824,4,3
824,4,10
824,4,8
824,5,9
824,5,8
824,5,6
824,6,5
824,6,3
824,6,8
824,7,6
824,7,10
824,7,8
824,8,6
824,8,10
824,8,4
824,9,5
824,9,6
824,9,9
824,10,3
824,10,8
824,10,9
654,1,4
654,1,5
654,1,3
654,2,7
654,2,10
654,2,5
654,3,3
654,3,9
654,3,8
654,4,6
654,4,8
654,4,3
654,5,6
654,5,8
654,5,9
654,6,5
654,6,8
654,6,7
654,7,10
654,7,8
654,7,8
654,8,4
654,8,8
654,8,10
654,9,10
654,9,7
654,9,4
654,10,8
654,10,7
654,10,8
309,1,3
309,1,10
309,1,9
309,2,5
309,2,4
309,2,10
309,3,4
309,3,5
309,3,8
309,4,5
309,4,7
309,4,7
309,5,7
309,5,3
309,5,7
309,6,10
309,6,4
309,6,9
309,7,7
309,7,3
309,7,8
309,8,4
309,8,4
309,8,10
309,9,9
309,9,7
309,9,4
309,10,10
309,10,8
309,10,5
970,1,5
970,1,9
970,1,4
970,2,4
970,2,4
970,2,10
970,3,8
970,3,8
970,3,8
970,4,6
970,4,7
970,4,10
970,5,10
970,5,10
970,5,8
970,6,7
970,6,10
970,6,10
970,7,8
970,7,6
970,7,9
970,8,7
970,8,10
970,8,3
970,9,7
970,9,8
970,9,7
970,10,10
970,10,5
970,10,6
447,1,10
447,1,10
447,1,10
447,2,3
447,2,7
447,2,8
447,3,8
447,3,3
447,3,9
447,4,3
447,4,7
447,4,3
447,5,7
447,5,4
447,5,3
447,6,5
447,6,4
447,6,6
447,7,4
447,7,9
447,7,10
447,8,4
447,8,9
447,8,10
447,9,4
447,9,10
447,9,3
447,10,6
447,10,10
447,10,4
928,1,4
928,1,5
928,1,10
928,2,3
928,2,3
928,2,4
928,3,5
928,3,8
928,3,7
928,4,10
928,4,4
928,4,3
928,5,7
928,5,8
928,5,9
928,6,3
928,6,6
928,6,5
928,7,3
928,7,9
928,7,10
928,8,6
928,8,3
928,8,3
928,9,6
928,9,9
928,9,4
928,10,7
928,10,4
928,10,9
102,1,10
102,1,10
102,1,10
102,2,3
102,2,9
102,2,10
102,3,6
102,3,7
102,3,6
102,4,3
102,4,9
102,4,8
102,5,5
102,5,3
102,5,8
102,6,7
102,6,6
102,6,4
102,7,4
102,7,10
102,7,5
102,8,9
102,8,4
102,8,7
102,9,9
102,9,4
102,9,6
102,10,10
102,10,6
102,10,7
741,1,4
741,1,10
741,1,5
741,2,9
741,2,8
741,2,4
741,3,10
741,3,7
741,3,3
741,4,7
741,4,8
741,4,10
741,5,7
741,5,10
741,5,5
741,6,7
741,6,3
741,6,3
741,7,5
741,7,10
741,7,3
741,8,10
741,8,9
741,8,4
741,9,10
741,9,6
741,9,3
741,10,10
741,10,6
741,10,4
807,1,5
807,1,8
807,1,10
807,2,9
807,2,4
807,2,6
807,3,10
807,3,10
807,3,3
807,4,8
807,4,3
807,4,8
807,5,4
807,5,4
807,5,7
807,6,3
807,6,4
807,6,8
807,7,4
807,7,8
807,7,6
807,8,3
807,8,5
807,8,3
807,9,4
807,9,9
807,9,5
807,10,8
807,10,5
807,10,9
892,1,8
892,1,8
892,1,4
892,2,7
892,2,4
892,2,9
892,3,10
892,3,6
892,3,9
892,4,3
892,4,9
892,4,9
892,5,8
892,5,5
892,5,7
892,6,9
892,6,8
892,6,5
892,7,9
892,7,10
892,7,9
892,8,5
892,8,6
892,8,3
892,9,5
892,9,10
892,9,5
892,10,9
892,10,6
892,10,9
377,1,9
377,1,6
377,1,9
377,2,6
377,2,6
377,2,3
377,3,4
377,3,7
377,3,10
377,4,7
377,4,7
377,4,4
377,5,5
377,5,9
377,5,9
377,6,8
377,6,10
377,6,9
377,7,5
377,7,4
377,7,7
377,8,4
377,8,9
377,8,4
377,9,3
377,9,7
377,9,4
377,10,3
377,10,8
377,10,8
767,1,8
767,1,4
767,1,3
767,2,6
767,2,3
767,2,9
767,3,10
767,3,10
767,3,7
767,4,7
767,4,4
767,4,9
767,5,6
767,5,7
767,5,9
767,6,8
767,6,3
767,6,6
767,7,8
767,7,6
767,7,4
767,8,5
767,8,4
767,8,3
767,9,3
767,9,3
767,9,6
767,10,6
767,10,5
767,10,9
229,1,6
229,1,4
229,1,4
229,2,7
229,2,8
229,2,3
229,3,3
229,3,5
229,3,9
229,4,7
229,4,4
229,4,3
229,5,7
229,5,4
229,5,9
229,6,7
229,6,9
229,6,10
229,7,7
229,7,10
229,7,10
229,8,3
229,8,7
229,8,7
229,9,6
229,9,3
229,9,3
229,10,3
229,10,5
229,10,7
298,1,5
298,1,9
298,1,7
298,2,3
298,2,9
298,2,5
298,3,8
298,3,3
298,3,9
298,4,9
298,4,4
298,4,9
298,5,6
298,5,10
298,5,8
298,6,8
298,6,8
298,6,5
298,7,3
298,7,5
298,7,9
298,8,6
298,8,10
298,8,5
298,9,5
298,9,7
298,9,4
298,10,10
298,10,8
298,10,4
707,1,9
707,1,10
707,1,9
707,2,3
707,2,5
707,2,8
707,3,10
707,3,7
707,3,6
707,4,4
707,4,3
707,4,8
707,5,3
707,5,8
707,5,8
707,6,7
707,6,6
707,6,6
707,7,6
707,7,3
707,7,10
707,8,3
707,8,3
707,8,7
707,9,9
707,9,6
707,9,8
707,10,6
707,10,4
707,10,7
463,1,4
463,1,7
463,1,3
463,2,3
463,2,9
463,2,7
463,3,5
463,3,8
463,3,8
463,4,9
463,4,8
463,4,10
463,5,7
463,5,8
463,5,8
463,6,8
463,6,10
463,6,8
463,7,9
463,7,8
463,7,7
463,8,5
463,8,9
463,8,5
463,9,4
463,9,7
463,9,4
463,10,6
463,10,6
463,10,8
941,1,9
941,1,5
941,1,7
941,2,4
941,2,8
941,2,7
941,3,6
941,3,9
941,3,3
941,4,6
941,4,3
941,4,3
941,5,5
941,5,8
941,5,9
941,6,10
941,6,5
941,6,8
941,7,6
941,7,8
941,7,3
941,8,5
941,8,7
941,8,4
941,9,4
941,9,5
941,9,8
941,10,5
941,10,5
941,10,3
544,1,6
544,1,8
544,1,9
544,2,9
544,2,3
544,2,9
544,3,9
544,3,4
544,3,3
544,4,10
544,4,6
544,4,10
544,5,3
544,5,6
544,5,4
544,6,7
544,6,4
544,6,3
544,7,9
544,7,4
544,7,3
544,8,10
544,8,9
544,8,7
544,9,7
544,9,7
544,9,3
544,10,10
544,10,5
544,10,7
344,1,10
344,1,6
344,1,3
344,2,7
344,2,4
344,2,10
344,3,4
344,3,8
344,3,3
344,4,9
344,4,9
344,4,6
344,5,7
344,5,8
344,5,5
344,6,9
344,6,3
344,6,5
344,7,3
344,7,8
344,7,6
344,8,3
344,8,8
344,8,10
344,9,4
344,9,6
344,9,6
344,10,7
344,10,4
344,10,8
965,1,5
965,1,6
965,1,3
965,2,5
965,2,10
965,2,10
965,3,8
965,3,3
965,3,6
965,4,3
965,4,9
965,4,10
965,5,9
965,5,10
965,5,7
965,6,3
965,6,7
965,6,4
965,7,3
965,7,3
965,7,8
965,8,4
965,8,4
965,8,4
965,9,7
965,9,4
965,9,7
965,10,5
965,10,5
965,10,5
491,1,5
491,1,4
491,1,8
491,2,7
491,2,5
491,2,8
491,3,4
491,3,8
491,3,8
491,4,9
491,4,5
491,4,6
491,5,9
491,5,8
491,5,8
491,6,9
491,6,7
491,6,9
491,7,3
491,7,6
491,7,5
491,8,5
491,8,8
491,8,8
491,9,4
491,9,5
491,9,6
491,10,3
491,10,7
491,10,7
202,1,4
202,1,3
202,1,4
202,2,9
202,2,4
202,2,9
202,3,6
202,3,5
202,3,4
202,4,6
202,4,9
202,4,7
202,5,5
202,5,7
202,5,9
202,6,7
202,6,5
202,6,5
202,7,3
202,7,6
202,7,10
202,8,10
202,8,7
202,8,9
202,9,3
202,9,8
202,9,10
202,10,4
202,10,3
202,10,5
686,1,8
686,1,8
686,1,6
686,2,10
686,2,7
686,2,8
686,3,7
686,3,7
686,3,9
686,4,3
686,4,8
686,4,8
686,5,9
686,5,10
686,5,6
686,6,9
686,6,10
686,6,6
686,7,4
686,7,6
686,7,9
686,8,3
686,8,6
686,8,5
686,9,7
686,9,4
686,9,3
686,10,5
686,10,7
686,10,8
398,1,7
398,1,6
398,1,3
398,2,6
398,2,9
398,2,6
398,3,4
398,3,4
398,3,4
398,4,3
398,4,10
398,4,5
398,5,6
398,5,3
398,5,7
398,6,4
398,6,6
398,6,3
398,7,9
398,7,9
398,7,7
398,8,8
398,8,5
398,8,9
398,9,5
398,9,8
398,9,7
398,10,4
398,10,6
398,10,7
839,1,9
839,1,4
839,1,4
839,2,8
839,2,6
839,2,9
839,3,6
839,3,5
839,3,7
839,4,8
839,4,9
839,4,7
839,5,3
839,5,4
839,5,4
839,6,9
839,6,6
839,6,7
839,7,7
839,7,9
839,7,9
839,8,7
839,8,9
839,8,3
839,9,4
839,9,7
839,9,6
839,10,8
839,10,6
839,10,4
404,1,4
404,1,6
404,1,5
404,2,8
404,2,4
404,2,6
404,3,9
404,3,6
404,3,9
404,4,8
404,4,6
404,4,6
404,5,5
404,5,10
404,5,8
404,6,6
404,6,3
404,6,3
404,7,6
404,7,3
404,7,7
404,8,3
404,8,5
404,8,3
404,9,3
404,9,9
404,9,9
404,10,8
404,10,3
404,10,6
239,1,4
239,1,3
239,1,9
239,2,10
239,2,3
239,2,9
239,3,6
239,3,6
239,3,7
239,4,7
239,4,6
239,4,10
239,5,10
239,5,4
239,5,5
239,6,10
239,6,3
239,6,5
239,7,9
239,7,10
239,7,9
239,8,7
239,8,8
239,8,4
239,9,7
239,9,9
239,9,4
239,10,9
239,10,3
239,10,9
772,1,4
772,1,3
772,1,6
772,2,4
772,2,4
772,2,9
772,3,7
772,3,4
772,3,4
772,4,5
772,4,3
772,4,3
772,5,5
772,5,9
772,5,3
772,6,6
772,6,6
772,6,9
772,7,7
772,7,7
772,7,6
772,8,5
772,8,5
772,8,6
772,9,4
772,9,8
772,9,9
772,10,5
772,10,6
772,10,9
813,1,5
813,1,9
813,1,8
813,2,3
813,2,5
813,2,6
813,3,4
813,3,7
813,3,10
813,4,5
813,4,6
813,4,4
813,5,8
813,5,4
813,5,6
813,6,4
813,6,6
813,6,10
813,7,10
813,7,4
813,7,8
813,8,8
813,8,9
813,8,7
813,9,6
813,9,5
813,9,6
813,10,3
813,10,10
813,10,8
429,1,3
429,1,4
429,1,4
429,2,5
429,2,3
429,2,9
429,3,8
429,3,4
429,3,5
429,4,3
429,4,8
429,4,9
429,5,5
429,5,3
429,5,7
429,6,6
429,6,10
429,6,7
429,7,10
429,7,10
429,7,10
429,8,10
429,8,7
429,8,5
429,9,6
429,9,7
429,9,5
429,10,4
429,10,10
429,10,3
329,1,10
329,1,7
329,1,10
329,2,5
329,2,10
329,2,6
329,3,3
329,3,5
329,3,5
329,4,10
329,4,6
329,4,8
329,5,5
329,5,3
329,5,8
329,6,3
329,6,3
329,6,5
329,7,3
329,7,5
329,7,3
329,8,9
329,8,9
329,8,7
329,9,6
329,9,3
329,9,4
329,10,10
329,10,7
329,10,10
233,1,8
233,1,7
233,1,10
233,2,4
233,2,10
233,2,9
233,3,4
233,3,9
233,3,3
233,4,10
233,4,4
233,4,8
233,5,8
233,5,10
233,5,4
233,6,5
233,6,7
233,6,5
233,7,7
233,7,5
233,7,9
233,8,9
233,8,10
233,8,3
233,9,10
233,9,9
233,9,9
233,10,5
233,10,7
233,10,10
350,1,9
350,1,6
350,1,3
350,2,6
350,2,8
350,2,7
350,3,7
350,3,4
350,3,5
350,4,7
350,4,5
350,4,8
350,5,8
350,5,8
350,5,10
350,6,4
350,6,4
350,6,4
350,7,4
350,7,9
350,7,6
350,8,7
350,8,5
350,8,3
350,9,8
350,9,8
350,9,4
350,10,5
350,10,9
350,10,8
608,1,7
608,1,7
608,1,8
608,2,6
608,2,9
608,2,9
608,3,7
608,3,5
608,3,9
608,4,5
608,4,5
608,4,6
608,5,9
608,5,8
608,5,3
608,6,4
608,6,4
608,6,5
608,7,6
608,7,7
608,7,5
608,8,4
608,8,7
